catchTrial,actionExecuted,RTpress,congruency,SOAactual,delay,synchrony,RTsynchrony,respCatch,correctCatch,RTCatch,subject
1,1,0.400667495727539,1,-0.0417361974716186,1,0,1.18591403961182,1,1,1.06256985664368,1
0,2,0.4924871301651,1,-0.0667779159545898,0,0,1.43574476242065,NaN,NaN,NaN,1
0,1,0.35893129825592,1,-0.20033374786377,1,0,1.30010008811951,NaN,NaN,NaN,1
0,2,0.367278537750244,2,-0.0250417184829712,0,0,1.23635792732239,NaN,NaN,NaN,1
0,1,0.4924871301651,2,0.0667779159545898,1,0,1.1274528503418,NaN,NaN,NaN,1
0,2,0.4924871301651,1,0.0667779159545898,0,0,2.05583381652832,NaN,NaN,NaN,1
0,2,0.308847861289978,1,0.250417184829712,0,0,1.88651275634766,NaN,NaN,NaN,1
0,2,0.300500621795654,2,0.250417184829712,0,0,1.24877595901489,NaN,NaN,NaN,1
0,1,0.450750932693481,1,-0.091819634437561,1,0,1.469801902771,NaN,NaN,NaN,1
0,1,0.517528848648071,2,-0.242069945335388,1,0,0.929121494293213,NaN,NaN,NaN,1
0,2,0.500834369659424,1,-0.108514113426208,0,0,1.45673608779907,NaN,NaN,NaN,1
0,2,0.409014735221863,2,-0.250417184829712,0,0,0.902928829193115,NaN,NaN,NaN,1
0,2,0.325542340278625,1,0.108514113426208,0,1,1.06829166412354,NaN,NaN,NaN,1
0,2,0.35893129825592,2,-0.191986508369446,0,0,1.28544330596924,NaN,NaN,NaN,1
1,1,0.467445411682129,2,0.20033374786377,1,0,1.88879990577698,0,1,1.02442407608032,1
0,1,0.467445411682129,2,-0.183639268875122,1,0,1.30591297149658,NaN,NaN,NaN,1
1,1,0.383973016738892,2,0.00834723949432373,1,0,1.22851157188416,0,1,1.06290197372437,1
0,1,0.400667495727539,1,-0.242069945335388,1,0,0.936326742172241,NaN,NaN,NaN,1
0,1,0.42570921421051,2,-0.0417361974716186,1,1,1.68740463256836,NaN,NaN,NaN,1
0,2,0.392320256233215,2,0.0500834369659424,0,1,0.912088871002197,NaN,NaN,NaN,1
0,2,0.42570921421051,1,0.292153382301331,0,0,1.68016743659973,NaN,NaN,NaN,1
0,1,0.484139890670776,2,-0.141903071403503,1,0,1.01241064071655,NaN,NaN,NaN,1
0,1,0.317195100784302,1,0,1,0,1.23152446746826,NaN,NaN,NaN,1
0,1,0.550917806625366,1,-0.0667779159545898,1,0,1.47821354866028,NaN,NaN,NaN,1
